marca,modelo,ano,km,preco_eur,combustivel,transmissao,condicao,localizacao,data_anuncio,url,titulo,imagem_url,pagina_origem,recolhido_em
BMW,X5 25,2014.0,170000.0,25900.0,,,,Grijó E Sermonde,Hoje às 21:50,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-xdrive-ID8PZj1W.html,BMW X5 25 d xDrive,,1,2026-06-21 23:45
BMW,X1 16d,2018.0,78800.0,25490.0,,,,Fafe,Para o topo hoje às 22:43,https://www.olx.pt/d/anuncio/bmw-x1-16d-auto-79-mil-km-1-dono-gps-cmara-head-up-full-extras-excelente-estado-IDJpBfI.html?search_reason=search%7Corganic,BMW X1 16d Auto | 79 mil km | 1 Dono | GPS | Câmara | Head-Up | Full Extras| Excelente Estado,,1,2026-06-21 23:45
BMW,X5,2021.0,140000.0,52900.0,,,,Barreiro E Lavradio,Para o topo hoje às 21:31,https://www.standvirtual.com/carros/anuncio/bmw-x5-ID8Q0yaa.html,BMW X5,,1,2026-06-21 23:45
BMW,418 Gran,2015.0,157884.0,28900.0,,,,Albufeira,Para o topo hoje às 13:34,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-pack-m-ID8Q0reD.html,BMW 418 Gran Coupé d Pack M,,1,2026-06-21 23:45
BMW,Z4 M40i,2025.0,15500.0,95000.0,,,,Faro,Para o topo a 19 de junho de 2026,https://www.standvirtual.com/carros/anuncio/bmw-z4-m40i-ID8Q0zqo.html,BMW Z4 M40i,,1,2026-06-21 23:45
BMW,X7 40,2026.0,1.0,132290.0,,,,Porto Salvo,Para o topo hoje às 22:08,https://www.standvirtual.com/carros/anuncio/bmw-x7-40-i-xdrive-ID8PYGGi.html,BMW X7 40 i xDrive,,1,2026-06-21 23:45
BMW,118i Auto,2013.0,117000.0,12900.0,,,,Vila Real de Santo António,Para o topo hoje às 20:06,https://www.olx.pt/d/anuncio/bmw-118i-auto-170cv-turbo-de-2013-em-muito-bom-estado-geral-IDJsyzb.html?search_reason=search%7Corganic,BMW 118i Auto 170cv Turbo de 2013 em muito bom estado geral.,,1,2026-06-21 23:45
BMW,M2 Competition,2020.0,38649.0,59900.0,,,,"Santa Iria De Azoia, São João Da Talha E Bobadela",Para o topo hoje às 21:56,https://www.standvirtual.com/carros/anuncio/bmw-m2-competition-auto-ID8Q0swa.html,BMW M2 Competition Auto,,1,2026-06-21 23:45
BMW,X5 45,2020.0,190000.0,41999.0,,,,"Aver-O-Mar, Amorim E Terroso",Para o topo hoje às 19:03,https://www.standvirtual.com/carros/anuncio/bmw-x5-45-e-xdrive-pack-m-ID8Q0xrb.html,BMW X5 45 e xDrive Pack M,,1,2026-06-21 23:45
BMW,520d pack,2008.0,304000.0,8500.0,,,,Algueirão-Mem Martins,Hoje às 11:30,https://www.olx.pt/d/anuncio/bmw-520d-pack-m-IDJpByH.html?search_reason=search%7Corganic,Bmw 520d  pack M,,1,2026-06-21 23:45
BMW,116ed 2014,2014.0,402000.0,6000.0,,,,Pontinha E Famões,Hoje às 19:40,https://www.olx.pt/d/anuncio/bmw-116ed-2014-d-IDJt4ZC.html?search_reason=search%7Corganic,Bmw 116ed  2014 d,,1,2026-06-21 23:45
BMW,320d Coupé,2008.0,220000.0,13000.0,,,,Quinta do Conde,Para o topo hoje às 18:59,https://www.olx.pt/d/anuncio/bmw-320d-coup-pack-m-IDJsFp6.html?search_reason=search%7Corganic,BMW 320d Coupé Pack M,,1,2026-06-21 23:45
BMW,525d Pack,2016.0,162000.0,23000.0,,,,São Domingos de Benfica,Hoje às 19:36,https://www.olx.pt/d/anuncio/bmw-525d-pack-m-auto-IDJpHd9.html?search_reason=search%7Corganic,BMW 525d Pack M Auto,,1,2026-06-21 23:45
BMW,123d 204cv,2011.0,150000.0,11900.0,,,,Batalha,Hoje às 19:58,https://www.olx.pt/d/anuncio/bmw-123d-204cv-2011-IDJgHtz.html?search_reason=search%7Corganic,Bmw 123d 204cv 2011,,1,2026-06-21 23:45
BMW,525 dA,2004.0,261892.0,8950.0,,,,Galegos,Para o topo hoje às 20:09,https://www.standvirtual.com/carros/anuncio/bmw-525-da-ID8Q0A05.html,BMW 525 dA,,1,2026-06-21 23:45
BMW,320,2022.0,108878.0,29900.0,,,,Rio Maior,Para o topo hoje às 16:14,https://www.standvirtual.com/carros/anuncio/bmw-320-ID8PVRcD.html,BMW 320,https://ireland.apollo.olxcdn.com:443/v1/files/hxz9kvl535t01-PT/image;s=150x112;q=50,2,2026-06-21 23:45
BMW,225xe Active,2023.0,90400.0,29800.0,,,,"Seixal, Arrentela E Aldeia De Paio Pires",Para o topo a 19 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-225xe-active-tourer-xdrive-pack-m-financiamento-disponvel-IDJrpP4.html?search_reason=search%7Cpromoted,"BMW 225xe Active Tourer xDrive Pack M,  (Financiamento disponível)",https://ireland.apollo.olxcdn.com:443/v1/files/r87s66rljp8p2-PT/image;s=159x106;q=50,2,2026-06-21 23:45
BMW,116d Line,2014.0,131000.0,9850.0,,,,Loureiro,Para o topo a 20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-116d-line-sport-IDJqsbb.html?search_reason=search%7Cpromoted,BMW 116d Line Sport,https://ireland.apollo.olxcdn.com:443/v1/files/hyvkxo23umt03-PT/image;s=150x113;q=50,2,2026-06-21 23:45
BMW,XM4 competition,2020.0,68000.0,79999.0,,,,São Domingos de Rana,Para o topo hoje às 22:52,https://www.olx.pt/d/anuncio/bmw-xm4-competition-nacional-IDJqGPr.html?search_reason=search%7Corganic,Bmw XM4 competition NACIONAL,https://ireland.apollo.olxcdn.com:443/v1/files/oq66xqcumamd2-PT/image;s=177x106;q=50,2,2026-06-21 23:45
BMW,330 e,2020.0,165457.0,19500.0,,,,Vila Franca de Xira,Hoje às 21:50,https://www.standvirtual.com/carros/anuncio/bmw-330-e-corporate-edition-auto-ID8Q0qg3.html,BMW 330 e Corporate Edition Auto,https://ireland.apollo.olxcdn.com:443/v1/files/y4vb8jghzd1g-PT/image;s=150x200;q=50,2,2026-06-21 23:45
BMW,116 d,2016.0,120284.0,12990.0,,,,Portimão,Para o topo hoje às 22:47,https://www.standvirtual.com/carros/anuncio/bmw-116-d-efficientdynamics-edition-ID8Q0wPF.html,BMW 116 d EfficientDynamics Edition,,2,2026-06-21 23:45
BMW,118D coupe,2010.0,205000.0,9950.0,,,,Branca,Hoje às 19:35,https://www.olx.pt/d/anuncio/bmw-118d-coupe-pack-m-IDJpGUh.html?search_reason=search%7Corganic,BMW 118D coupe pack M,,2,2026-06-21 23:45
BMW,i4 eDrive35,2023.0,46000.0,38250.0,,,,Cidade Da Maia,Para o topo hoje às 21:43,https://www.standvirtual.com/carros/anuncio/bmw-i4-edrive35-pack-desportivo-m-pro-ID8Q0uY0.html,BMW i4 eDrive35 Pack Desportivo M Pro,,2,2026-06-21 23:45
BMW,335 i,2010.0,66238.0,33000.0,,,,Chaves,Para o topo hoje às 21:06,https://www.standvirtual.com/carros/anuncio/bmw-335-i-m-sport-edition-ID8Q0xL5.html,BMW 335 i M Sport Edition,,2,2026-06-21 23:45
BMW,125 d,2016.0,167800.0,22900.0,,,,Fafe,Hoje às 16:21,https://www.standvirtual.com/carros/anuncio/bmw-125-d-pack-m-shadow-ID8Q0vAq.html,BMW 125 d Pack M Shadow,,2,2026-06-21 23:45
BMW,X1 20,2010.0,141000.0,13400.0,,,,Maia,Para o topo hoje às 22:50,https://www.standvirtual.com/carros/anuncio/bmw-x1-20-d-xdrive-ID8PZTu4.html,BMW X1 20 d xDrive,,2,2026-06-21 23:45
BMW,Z4 sDrive20i,2013.0,100500.0,21990.0,,,,Ajuda,Para o topo hoje às 20:11,https://www.standvirtual.com/carros/anuncio/bmw-z4-sdrive20i-ID8Q0tJT.html,BMW Z4 sDrive20i,,2,2026-06-21 23:45
BMW,520 d,2013.0,322978.0,9990.0,,,,Batalha,Para o topo a 20 de junho de 2026,https://www.standvirtual.com/carros/anuncio/bmw-520-d-xdrive-line-luxury-auto-ID8Q0moM.html,BMW 520 d xDrive Line Luxury Auto,,2,2026-06-21 23:45
BMW,X1 Sdrive18d,2011.0,203000.0,11000.0,,,,Valongo,Para o topo hoje às 10:57,https://www.olx.pt/d/anuncio/bmw-x1-sdrive18d-IDJpE5s.html?search_reason=search%7Cpromoted,BMW X1 Sdrive18d,,2,2026-06-21 23:45
BMW,116 d,2021.0,102000.0,24750.0,,,,Lisboa,Para o topo hoje às 09:26,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-desportivo-m-auto-ID8PUMFy.html,BMW 116 d Pack Desportivo M Auto,,2,2026-06-21 23:45
BMW,530 e,2021.0,81000.0,35500.0,,,,Aveiro,Hoje às 23:09,https://www.standvirtual.com/carros/anuncio/bmw-530-e-pack-desportivo-m-ID8Q0gUL.html,BMW 530 e Pack Desportivo M,,2,2026-06-21 23:45
BMW,i4 eDrive40,2023.0,41192.0,37990.0,,,,Maia,Hoje às 13:26,https://www.standvirtual.com/carros/anuncio/bmw-i4-edrive40-gran-coupe-ID8Q0oM0.html,BMW i4 eDrive40 Gran Coupe,,2,2026-06-21 23:45
BMW,E91 bom,2011.0,263000.0,8150.0,,,,Sertã,Para o topo hoje às 21:40,https://www.olx.pt/d/anuncio/bmw-e91-bom-preo-IDJmTgL.html?search_reason=search%7Corganic,BMW  E91 bom preço,,2,2026-06-21 23:45
BMW,serie 1,2013.0,219000.0,9700.0,,,,Palmela,Para o topo hoje às 23:06,https://www.olx.pt/d/anuncio/bmw-serie-1-nacional-1-6-a-diesel-IDJsrT0.html?search_reason=search%7Corganic,Bmw serie 1 Nacional 1.6 a Diesel,,2,2026-06-21 23:45
BMW,330 e,2017.0,236250.0,14990.0,,,,Baguim do Monte,Para o topo hoje às 22:34,https://www.standvirtual.com/carros/anuncio/bmw-330-e-iperformance-line-luxury-ID8PZYP7.html,BMW 330 e iPerformance Line Luxury,,2,2026-06-21 23:45
BMW,X1 xLine,2016.0,119000.0,17450.0,,,,São João Das Lampas E Terrugem,Hoje às 11:45,https://www.olx.pt/d/anuncio/bmw-x1-xline-119-000km-garantia-nacional-2016-IDJgtTf.html?search_reason=search%7Corganic,BMW X1 xLine - 119.000KM | GARANTIA | NACIONAL - 2016,,2,2026-06-21 23:45
BMW,x3 2.0,2006.0,264123.0,6500.0,,,,Vila Nova De Famalicão E Calendário,Hoje às 20:36,https://www.olx.pt/d/anuncio/bmw-x3-2-0-d-150cv-verso-sport-full-extras-IDJt5E2.html?search_reason=search%7Corganic,bmw x3 2.0 d 150cv  versão sport full extras,,2,2026-06-21 23:45
BMW,X5 40,2017.0,160000.0,34000.0,,,,Paranhos,Para o topo hoje às 22:50,https://www.standvirtual.com/carros/anuncio/bmw-x5-40-d-xdrive-pack-m-ID8Q0qh3.html,BMW X5 40 d xDrive Pack M,,2,2026-06-21 23:45
BMW,M3 Auto,2013.0,69000.0,75000.0,,,,Braga (São José De São Lázaro E São João Do Souto),Para o topo hoje às 18:55,https://www.standvirtual.com/carros/anuncio/bmw-m3-auto-ID8Q0wHD.html,BMW M3 Auto,,2,2026-06-21 23:45
BMW,420 Gran,2022.0,145000.0,41990.0,,,,Esmeriz E Cabeçudos,Para o topo hoje às 15:05,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-desportivo-m-auto-ID8PRU0e.html,BMW 420 Gran Coupé d Pack Desportivo M Auto,,2,2026-06-21 23:45
BMW,520 d,2012.0,199000.0,14500.0,,,,Alverca Do Ribatejo E Sobralinho,Para o topo hoje às 17:03,https://www.olx.pt/d/anuncio/bmw-520-d-pack-m-auto-IDJsqx2.html?search_reason=search%7Cpromoted,BMW 520 d Pack M Auto,,2,2026-06-21 23:45
BMW,320,2005.0,232000.0,10950.0,,,,Penafiel,Para o topo hoje às 19:44,https://www.standvirtual.com/carros/anuncio/bmw-320-ID8Q0A3x.html,BMW 320,,2,2026-06-21 23:45
BMW,M4 Competition,2022.0,59000.0,92990.0,,,,Portimão,Para o topo hoje às 23:28,https://www.standvirtual.com/carros/anuncio/bmw-m4-competition-xdrive-ID8PZxUC.html,BMW M4 Competition xDrive,,2,2026-06-21 23:45
BMW,i3 120Ah,2022.0,29800.0,25800.0,,,,Carnaxide E Queijas,Para o topo hoje às 21:13,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8Q0zjc.html,BMW i3 120Ah,,2,2026-06-21 23:45
BMW,330 e,2020.0,78780.0,30500.0,,,,Vila Nova da Telha,Para o topo hoje às 21:36,https://www.standvirtual.com/carros/anuncio/bmw-330-e-pack-m-auto-ID8Q0yab.html,BMW 330 e Pack M Auto,,2,2026-06-21 23:45
BMW,420d Gran,2016.0,165000.0,21900.0,,,,Ermidas-Sado,Para o topo hoje às 20:11,https://www.olx.pt/d/anuncio/bmw-420d-gran-coup-pack-m-auto-full-extras-IDJnJdk.html?search_reason=search%7Corganic,BMW 420d Gran Coupé Pack M Auto – Full Extras,,2,2026-06-21 23:45
BMW,530D c/novo.,2010.0,139600.0,15950.0,,,,Ermesinde,Hoje às 21:44,https://www.olx.pt/d/anuncio/bmw-530d-c-novo-IDJmoij.html?search_reason=search%7Corganic,Bmw 530D c/novo.,,2,2026-06-21 23:45
BMW,740 Li,2007.0,144000.0,19990.0,,,,Montijo,Para o topo hoje às 19:56,https://www.standvirtual.com/carros/anuncio/bmw-740-li-ID8PWNYK.html,BMW 740 Li,,2,2026-06-21 23:45
BMW,i3 94Ah,2019.0,109000.0,15790.0,,,,"Santa Iria De Azoia, São João Da Talha E Bobadela",Hoje às 22:20,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-ID8PYAWe.html,BMW i3 94Ah,,2,2026-06-21 23:45
BMW,318 D,2017.0,132000.0,,,,,Viseu,Para o topo hoje às 00:17,https://www.olx.pt/d/anuncio/bmw-318-d-touring-auto-IDJn3DT.html?search_reason=search%7Cpromoted,Bmw 318 D touring Auto,,2,2026-06-21 23:45
BMW,320 e,2022.0,70700.0,27500.0,,,,Rio de Mouro,Para o topo hoje às 11:28,https://www.standvirtual.com/carros/anuncio/bmw-320-e-line-sport-auto-ID8PYY1c.html,BMW 320 e Line Sport Auto,,2,2026-06-21 23:45
BMW,serie 318,2014.0,207000.0,13750.0,,,,Valongo,Para o topo a 20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-serie-318-d-pack-m-IDJirxi.html?search_reason=search%7Cpromoted,Bmw serie 318 d Pack M,,2,2026-06-21 23:45
BMW,X1 sDrive20d,2009.0,214833.0,10900.0,,,,Alverca Do Ribatejo E Sobralinho,Para o topo hoje às 19:26,https://www.standvirtual.com/carros/anuncio/bmw-x1-sdrive20d-ID8Q06S1.html,BMW X1 sDrive20d,,2,2026-06-21 23:45
BMW,X1 16,2015.0,175000.0,15500.0,,,,Moita,Para o topo hoje às 19:41,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-ID8Q0zlh.html,BMW X1 16 d sDrive,,2,2026-06-21 23:45
BMW,520 d,2021.0,136000.0,27990.0,,,,Laranjeiro E Feijó,Para o topo hoje às 19:19,https://www.standvirtual.com/carros/anuncio/bmw-520-d-efficientdynamics-edition-ID8Q0wEp.html,BMW 520 d EfficientDynamics Edition,,2,2026-06-21 23:45
BMW,X4 20d,2014.0,,14900.0,,,,"Gondomar (São Cosme), Valbom E Jovim",20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-x4-20d-xdrive-auto-IDJsWpe.html?search_reason=search%7Corganic,BMW X4 20d xDrive Auto,,2,2026-06-21 23:45
BMW,i3 120Ah,2020.0,28000.0,23900.0,,,,Mafamude E Vilar Do Paraíso,Para o topo hoje às 20:26,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8Q0zHj.html,BMW i3 120Ah,,2,2026-06-21 23:45
BMW,M4 Competition,2023.0,29500.0,102500.0,,,,Lumiar,Hoje às 17:01,https://www.standvirtual.com/carros/anuncio/bmw-m4-competition-m-xdrive-ID8PYiC4.html,BMW M4 Competition M xDrive,,2,2026-06-21 23:45
BMW,318d,2016.0,150000.0,16400.0,,,,Loures,Hoje às 21:15,https://www.olx.pt/d/anuncio/vende-se-bmw-318d-IDJiEdn.html?search_reason=search%7Corganic,Vende-se Bmw 318d,,2,2026-06-21 23:45
BMW,iX3 50,2026.0,1.0,72890.0,,,,Porto Salvo,Para o topo hoje às 22:08,https://www.standvirtual.com/carros/anuncio/bmw-ix3-50-xdrive-ID8PYGFG.html,BMW iX3 50 xDrive,,2,2026-06-21 23:45
BMW,320 d,2019.0,56302.0,34000.0,,,,Vila Nova de Gaia,Para o topo hoje às 20:22,https://www.standvirtual.com/carros/anuncio/bmw-320-d-pack-m-auto-ID8Q0y4n.html,BMW 320 d Pack M Auto,,2,2026-06-21 23:45
BMW,520d •,2011.0,393000.0,10650.0,,,,Mafra,20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-520d-2011-pack-m-teto-de-abrir-IDJsX1X.html?search_reason=search%7Cpromoted,BMW 520d • 2011 • Pack M • Teto de Abrir,https://ireland.apollo.olxcdn.com:443/v1/files/7dcdvqyztxql1-PT/image;s=159x106;q=50,3,2026-06-21 23:45
BMW,320 d,2010.0,259000.0,10890.0,,,,Loures,Para o topo a 20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-320-d-lci-navigation-184cv-2010-11-IDJnvlL.html?search_reason=search%7Cpromoted,BMW 320 d LCI Navigation 184cv # 2010/11,https://ireland.apollo.olxcdn.com:443/v1/files/686leg2qmum13-PT/image;s=150x113;q=50,3,2026-06-21 23:45
BMW,320d F31,2012.0,205000.0,16500.0,,,,"Oliveira De Azeméis, Santiago De Riba-Ul, Ul, Macinhata Da Seixa E Madail",Para o topo hoje às 18:12,https://www.olx.pt/d/anuncio/bmw-320d-f31-nacional-pack-m-como-nova-IDIHvsY.html?search_reason=search%7Cpromoted,BMW 320d F31 Nacional Pack M (como nova),https://ireland.apollo.olxcdn.com:443/v1/files/z5wvjw1jc4ty1-PT/image;s=229x106;q=50,3,2026-06-21 23:45
BMW,M2 DKG,2017.0,87699.0,46500.0,,,,Vilarinho das Cambas,Para o topo hoje às 19:24,https://www.standvirtual.com/carros/anuncio/bmw-m2-dkg-ID8PZ89e.html,BMW M2 DKG,https://ireland.apollo.olxcdn.com:443/v1/files/rw5izt61tdh6-PT/image;s=159x106;q=50,3,2026-06-21 23:45
BMW,330e Híbrido,2016.0,160000.0,15990.0,,,,"Leiria, Pousos, Barreira E Cortes",Hoje às 09:41,https://www.olx.pt/d/anuncio/bmw-330e-hbrido-plug-in-iva-dedutvel-IDJpDkd.html?search_reason=search%7Corganic,BMW 330e Híbrido Plug-in (IVA Dedutível),https://ireland.apollo.olxcdn.com:443/v1/files/beam5mdclw7z2-PT/image;s=150x263;q=50,3,2026-06-21 23:45
BMW,Série 1,2013.0,241000.0,14500.0,,,,União de Freguesias da cidade de Santarém,Hoje às 20:45,https://www.olx.pt/d/anuncio/bmw-srie-1-120d-3p-f20-caixa-auto-8v-184cv-equipamento-rarssimo-IDJt5F3.html?search_reason=search%7Corganic,BMW Série 1 120d 3p F20 – Caixa Auto 8v (184cv) – Equipamento Raríssimo,,3,2026-06-21 23:45
BMW,116 d,2015.0,190852.0,11990.0,,,,Braga,Para o topo hoje às 20:05,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8Q0uXr.html,BMW 116 d Line Sport,,3,2026-06-21 23:45
BMW,X3 -,2015.0,117090.0,16950.0,,,,Cascais E Estoril,Para o topo hoje às 18:56,https://www.olx.pt/d/anuncio/bmw-x3-xdrive-2-0di-automatico-IDJdI1S.html?search_reason=search%7Corganic,BMW X3 - Xdrive 2.0di Automatico,,3,2026-06-21 23:45
BMW,640 i,2011.0,116912.0,27490.0,,,,Guia,Para o topo hoje às 21:27,https://www.standvirtual.com/carros/anuncio/bmw-640-i-ID8Q0yvV.html,BMW 640 i,,3,2026-06-21 23:45
BMW,X3 20,2011.0,300000.0,14250.0,,,,Vila Verde E Barbudo,Para o topo hoje às 23:15,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8Q0lsh.html,BMW X3 20 d xDrive Pack M Auto,,3,2026-06-21 23:45
BMW,420 Gran,2019.0,120000.0,25500.0,,,,Barcarena,Hoje às 19:59,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Q0igw.html,BMW 420 Gran Coupé d Pack M Auto,,3,2026-06-21 23:45
BMW,116 d,2012.0,72000.0,13999.0,,,,"Aver-O-Mar, Amorim E Terroso",Para o topo hoje às 19:03,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8Q0xwW.html,BMW 116 d Line Sport,,3,2026-06-21 23:45
BMW,225xe Active,2021.0,57000.0,20740.0,,,,Cascais E Estoril,Para o topo hoje às 21:20,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-advantage-ID8PUE2O.html,BMW 225xe Active Tourer Advantage,,3,2026-06-21 23:45
BMW,216 Gran,2019.0,209500.0,15900.0,,,,Ourém,Para o topo a 20 de junho de 2026,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-aut-advantage-ID8Q0rld.html,BMW 216 Gran Tourer d Aut. Advantage,,3,2026-06-21 23:45
BMW,X1,2026.0,1.0,55992.0,,,,Porto Salvo,Para o topo hoje às 21:00,https://www.standvirtual.com/carros/anuncio/bmw-x1-ID8PHFGu.html,BMW X1,,3,2026-06-21 23:45
BMW,X1,2018.0,117000.0,22990.0,,,,Serzedelo,Para o topo hoje às 15:52,https://www.standvirtual.com/carros/anuncio/bmw-x1-ID8Q0AJB.html,BMW X1,,3,2026-06-21 23:45
BMW,330 e,2020.0,107000.0,27000.0,,,,Montijo,Para o topo hoje às 19:05,https://www.standvirtual.com/carros/anuncio/bmw-330-e-aut-sport-line-ID8Q0zEj.html,BMW 330 e Aut. Sport Line,,3,2026-06-21 23:45
BMW,318 diesel,2013.0,270000.0,8650.0,,,,São Domingos de Rana,Hoje às 08:55,https://www.olx.pt/d/anuncio/bmw-318-diesel-sportline-IDJsZJw.html?search_reason=search%7Corganic,Bmw 318 diesel sportline,,3,2026-06-21 23:45
BMW,220 d,2015.0,159000.0,19250.0,,,,Rans,Hoje às 17:27,https://www.standvirtual.com/carros/anuncio/bmw-220-d-coupe-pack-m-ID8Q0hKC.html,BMW 220 d Coupe Pack M,,3,2026-06-21 23:45
BMW,116 d,2020.0,60000.0,22500.0,,,,Guimarães,Hoje às 20:27,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8Q0Bid.html,BMW 116 d Pack M,,3,2026-06-21 23:45
BMW,i4 eDrive40,2022.0,67000.0,39900.0,,,,Penafiel,Para o topo hoje às 18:47,https://www.standvirtual.com/carros/anuncio/bmw-i4-edrive40-gran-coupe-m-sport-ID8PZV1r.html,BMW i4 eDrive40 Gran Coupe M Sport,,3,2026-06-21 23:45
BMW,116 d,2014.0,104113.0,11500.0,,,,Campo De Ourique,Para o topo hoje às 20:27,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-sport-ID8Q0yWE.html,BMW 116 d EDynamics Line Sport,,3,2026-06-21 23:45
BMW,X1 xDrive25e,2024.0,72000.0,44950.0,,,,Corroios,Para o topo hoje às 23:02,https://www.standvirtual.com/carros/anuncio/bmw-x1-xdrive25e-pack-desportivo-m-pro-ID8Q0yAG.html,BMW X1 xDrive25e Pack Desportivo M Pro,,3,2026-06-21 23:45
BMW,318 d,2013.0,230059.0,11500.0,,,,Ramalde,Hoje às 21:26,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-ID8Q0vCX.html,BMW 318 d Line Sport,,3,2026-06-21 23:45
BMW,116d Line,2014.0,131000.0,9850.0,,,,Loureiro,Para o topo a 20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-116d-line-sport-IDJqsbb.html?search_reason=search%7Corganic,BMW 116d Line Sport,,3,2026-06-21 23:45
BMW,120d Pack,2007.0,239000.0,12950.0,,,,Nogueira E Silva Escura,Para o topo a 20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-120d-pack-1m-black-edition-IDJqeCC.html?search_reason=search%7Corganic,Bmw 120d Pack 1M Black Edition,,3,2026-06-21 23:45
BMW,620 Gran,2018.0,237000.0,27999.0,,,,Paredes,20 de junho de 2026,https://www.standvirtual.com/carros/anuncio/bmw-620-gran-turismo-d-pack-m-ID8Q0AZ0.html,BMW 620 Gran Turismo d Pack M,,3,2026-06-21 23:45
BMW,X1 sDrive18d,2021.0,96064.0,29900.0,,,,Rio Maior,Para o topo hoje às 16:42,https://www.standvirtual.com/carros/anuncio/bmw-x1-sdrive18d-ID8Q0mWD.html,BMW X1 sDrive18d,,3,2026-06-21 23:45
BMW,Gran tourer,2020.0,160000.0,14900.0,,,,Carnaxide E Queijas,26 de maio de 2026,https://www.olx.pt/d/anuncio/bmw-gran-tourer-7-lugares-nacional-IDJqb5X.html?search_reason=search%7Cpromoted,Bmw Gran tourer 7 lugares nacional,,3,2026-06-21 23:45
BMW,530 e,2024.0,8152.0,64900.0,,,,Covelas,Para o topo hoje às 19:32,https://www.standvirtual.com/carros/anuncio/bmw-530-e-pack-desportivo-m-pro-ID8PUnve.html,BMW 530 e Pack Desportivo M Pro,,3,2026-06-21 23:45
BMW,X5 35,2008.0,233000.0,16900.0,,,,Maia,Hoje às 16:35,https://www.standvirtual.com/carros/anuncio/bmw-x5-35-d-xdrive-ID8PNmQd.html,BMW X5 35 d xDrive,,3,2026-06-21 23:45
BMW,X4 20,2016.0,156681.0,29990.0,,,,Trofa,Para o topo hoje às 20:33,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-pack-m-auto-ID8Q0p9n.html,BMW X4 20 d xDrive Pack M Auto,,3,2026-06-21 23:45
BMW,520 d,2010.0,115000.0,15950.0,,,,"Airão Santa Maria, Airão São João E Vermil",Hoje às 12:09,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Q0r4O.html,BMW 520 d Auto,,3,2026-06-21 23:45
BMW,318 d,2020.0,199895.0,18900.0,,,,Moure,Para o topo a 20 de junho de 2026,https://www.standvirtual.com/carros/anuncio/bmw-318-d-advantage-auto-ID8Q0x8P.html,BMW 318 d Advantage Auto,,3,2026-06-21 23:45
BMW,M3 SMGII,2003.0,150000.0,49900.0,,,,Moure,Hoje às 11:43,https://www.standvirtual.com/carros/anuncio/bmw-m3-smgii-ID8Q0B0v.html,BMW M3 SMGII,,3,2026-06-21 23:45
BMW,116d Sport,2015.0,227000.0,7999.0,,,,Matosinhos E Leça Da Palmeira,20 de junho de 2026,https://www.olx.pt/d/anuncio/bmw-116d-sport-2015-nacional-IDJsQFo.html?search_reason=search%7Corganic,Bmw 116d Sport 2015 Nacional,,3,2026-06-21 23:45
BMW,116 d,2009.0,180656.0,7490.0,,,,Barcarena,Para o topo hoje às 23:10,https://www.standvirtual.com/carros/anuncio/bmw-116-d-ID8Q0wPY.html,BMW 116 d,,3,2026-06-21 23:45
BMW,X1 16,2018.0,167000.0,19950.0,,,,Paredes,Para o topo hoje às 22:27,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-ID8PZa2t.html,BMW X1 16 d sDrive,,3,2026-06-21 23:45
BMW,X5 xDrive40e,2016.0,157360.0,27900.0,,,,Póvoa De Santo Adrião E Olival Basto,Para o topo hoje às 14:20,https://www.standvirtual.com/carros/anuncio/bmw-x5-xdrive40e-ID8Q0zTW.html,BMW X5 xDrive40e,,3,2026-06-21 23:45
